Nombre,Plataforma,Lanzamiento,Genero,V_NA,V_EU,V_JP,V_Otros,V_Global,Score,ESRB,Exito
NCAA Football 14,PS3,2013,Sports,0.75,0.0,0.0,0.09,0.84,77.0,E,0
Battlefield 4,XOne,2013,Shooter,1.25,0.58,0.0,0.19,2.02,81.0,M,1
Sly Cooper: Thieves in Time,PS3,2013,Platform,0.35,0.12,0.0,0.08,0.54,75.0,E10+,0
Forza Motorsport 5,XOne,2013,Racing,1.21,0.79,0.01,0.19,2.2,79.0,E,1
Pro Evolution Soccer 2014,X360,2013,Action,0.07,0.15,0.0,0.02,0.24,80.0,E,0
Total War: Rome II,PC,2013,Strategy,0.12,0.53,0.0,0.07,0.72,76.0,T,0
Killzone: Mercenary,PSV,2013,Shooter,0.2,0.39,0.04,0.17,0.8,78.0,M,0
LEGO Marvel Super Heroes,X360,2013,Action,1.24,0.79,0.0,0.19,2.22,80.0,E10+,1
Dragon's Crown,PS3,2013,Role-Playing,0.25,0.07,0.17,0.05,0.53,82.0,T,0
Zumba Fitness: World Party,XOne,2013,Misc,0.17,0.05,0.0,0.02,0.24,73.0,E,0
Madden NFL 25,X360,2013,Sports,1.98,0.06,0.0,0.19,2.23,80.0,E,1
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,0.01,0.09,0.0,0.03,0.13,64.0,E10+,0
NBA 2K14,PS4,2013,Sports,0.89,0.31,0.01,0.23,1.45,85.0,E,1
New Super Luigi U,WiiU,2013,Platform,1.25,0.62,0.18,0.18,2.24,77.0,E,1
God of War: Ascension,PS3,2013,Action,1.23,0.63,0.04,0.35,2.25,80.0,M,1
F1 2013,X360,2013,Racing,0.01,0.27,0.0,0.02,0.3,79.0,E,0
Assassin's Creed IV: Black Flag,WiiU,2013,Action,0.17,0.09,0.0,0.03,0.29,86.0,M,0
Disney Infinity,X360,2013,Action,0.97,0.34,0.0,0.13,1.44,74.0,E10+,1
Madden NFL 25,XOne,2013,Sports,0.67,0.05,0.0,0.08,0.81,73.0,E,0
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,0.07,0.01,0.06,0.02,0.15,65.0,T,0
The Smurfs 2,WiiU,2013,Platform,0.04,0.03,0.0,0.01,0.09,42.0,E,0
DmC: Devil May Cry,PS3,2013,Action,0.24,0.26,0.19,0.1,0.79,85.0,M,0
Metal Gear Rising: Revengeance,PS3,2013,Action,0.45,0.37,0.44,0.16,1.42,80.0,M,1
SimCity (2013),PC,2013,Simulation,0.48,0.77,0.0,0.17,1.42,64.0,E10+,1
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,0.34,0.39,0.06,0.15,0.94,84.0,M,0
NBA 2K14,PS3,2013,Sports,1.44,0.31,0.04,0.32,2.11,84.0,E,1
NBA Live 14,PS4,2013,Sports,0.15,0.05,0.0,0.04,0.24,43.0,E,0
Ryse: Son of Rome,XOne,2013,Action,0.83,0.43,0.0,0.13,1.38,60.0,M,1
Fairy Fencer F,PS3,2013,Role-Playing,0.05,0.03,0.09,0.02,0.19,65.0,T,0
Angry Birds Star Wars,PS3,2013,Strategy,0.1,0.14,0.0,0.05,0.29,49.0,E,0
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,0.16,0.24,0.28,0.12,0.8,86.0,T,0
Resident Evil: Revelations,WiiU,2013,Action,0.07,0.07,0.03,0.01,0.19,80.0,M,0
Aliens: Colonial Marines,PS3,2013,Shooter,0.2,0.29,0.0,0.11,0.6,43.0,M,0
Dynasty Warriors 8,X360,2013,Action,0.09,0.05,0.0,0.01,0.15,65.0,T,0
Injustice: Gods Among Us,X360,2013,Fighting,0.97,0.3,0.0,0.11,1.38,81.0,T,1
Diablo III,X360,2013,Role-Playing,0.9,0.39,0.0,0.12,1.41,87.0,M,1
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,0.03,0.01,0.0,0.0,0.05,58.0,E10+,0
NHL 14,X360,2013,Sports,0.4,0.09,0.0,0.05,0.54,81.0,E10+,0
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,0.31,0.01,0.03,0.06,0.4,93.0,M,0
Dynasty Warriors 8,PS3,2013,Action,0.12,0.1,0.34,0.05,0.6,68.0,T,0
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,0.18,0.1,0.0,0.03,0.31,65.0,E10+,0
Lost Planet 3,PC,2013,Shooter,0.0,0.04,0.0,0.0,0.04,61.0,T,0
Metal Gear Rising: Revengeance,X360,2013,Action,0.3,0.14,0.0,0.04,0.48,82.0,M,0
Disney Infinity,WiiU,2013,Action,0.33,0.22,0.0,0.05,0.6,71.0,E10+,0
F1 2013,PS3,2013,Racing,0.01,0.42,0.03,0.09,0.54,77.0,E,0
Putty Squad,PS4,2013,Platform,0.06,0.07,0.0,0.03,0.16,38.0,E10+,0
NHL 14,PS3,2013,Sports,0.28,0.17,0.0,0.09,0.54,80.0,E10+,0
Angry Birds Star Wars,XOne,2013,Strategy,0.11,0.04,0.0,0.02,0.16,53.0,E,0
Call of Duty: Ghosts,X360,2013,Shooter,6.73,2.56,0.04,0.91,10.25,73.0,M,1
Sonic Lost World,WiiU,2013,Platform,0.23,0.12,0.01,0.03,0.39,63.0,E10+,0
LEGO Marvel Super Heroes,WiiU,2013,Action,0.31,0.35,0.02,0.06,0.74,82.0,E10+,0
LEGO Marvel Super Heroes,PS3,2013,Action,0.77,0.76,0.01,0.29,1.84,82.0,E10+,1
Batman: Arkham Origins,WiiU,2013,Action,0.19,0.09,0.0,0.03,0.31,68.0,T,0
Yumi's Odd Odyssey,3DS,2013,Platform,0.0,0.0,0.03,0.0,0.03,74.0,E,0
Pro Evolution Soccer 2014,PS3,2013,Action,0.03,0.41,0.51,0.0,0.95,78.0,E,0
Beyblade Evolution,3DS,2013,Action,0.02,0.01,0.0,0.0,0.04,49.0,E,0
Criminal Girls: Invite Only,PSV,2013,Role-Playing,0.01,0.01,0.04,0.01,0.06,55.0,M,0
Battlefield 4,PC,2013,Shooter,0.39,0.87,0.0,0.1,1.35,81.0,M,1
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,0.0,0.0,0.23,0.0,0.23,64.0,T,0
The Guided Fate Paradox,PS3,2013,Role-Playing,0.0,0.0,0.06,0.0,0.07,74.0,T,0
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,0.05,0.02,0.14,0.02,0.23,77.0,T,0
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,0.14,0.0,0.14,0.03,0.3,83.0,T,0
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,0.02,0.02,0.11,0.01,0.16,68.0,T,0
Injustice: Gods Among Us,WiiU,2013,Fighting,0.09,0.08,0.0,0.02,0.19,82.0,T,0
Hatsune Miku: Project Diva f,PS3,2013,Misc,0.08,0.0,0.19,0.02,0.28,73.0,T,0
Disney Magical World,3DS,2013,Adventure,0.17,0.2,0.53,0.03,0.92,71.0,E,0
Batman: Arkham Origins,PS3,2013,Action,1.07,0.8,0.04,0.38,2.29,76.0,T,1
Mind Zero,PSV,2013,Role-Playing,0.05,0.0,0.04,0.02,0.1,59.0,T,0
Just Dance 2014,XOne,2013,Misc,0.3,0.11,0.0,0.04,0.45,71.0,E10+,0
GRID 2,PC,2013,Racing,0.0,0.06,0.0,0.01,0.06,80.0,E,0
Skylanders SWAP Force,X360,2013,Platform,0.86,0.34,0.0,0.12,1.32,83.0,E10+,1
Metro: Last Light,PC,2013,Action,0.06,0.11,0.0,0.02,0.19,82.0,M,0
XBLAZE Code: Embryo,PSV,2013,Adventure,0.01,0.0,0.01,0.0,0.03,43.0,M,0
DmC: Devil May Cry,X360,2013,Action,0.26,0.12,0.01,0.04,0.44,86.0,M,0
Injustice: Gods Among Us,PS3,2013,Fighting,0.48,0.5,0.01,0.2,1.18,78.0,T,1
X Rebirth,PC,2013,Simulation,0.0,0.08,0.0,0.0,0.08,33.0,T,0
Knack,PS4,2013,Platform,0.43,0.68,0.42,0.2,1.73,54.0,E10+,1
Valhalla Knights 3,PSV,2013,Role-Playing,0.04,0.01,0.12,0.01,0.18,48.0,M,0
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,0.29,0.16,0.01,0.05,0.51,70.0,T,0
Assassin's Creed IV: Black Flag,PC,2013,Action,0.22,0.38,0.0,0.05,0.64,84.0,M,0
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,0.31,0.2,0.45,0.11,1.07,66.0,T,1
NBA Live 14,XOne,2013,Sports,0.16,0.02,0.0,0.02,0.2,36.0,E,0
Tiger Woods PGA Tour 14,X360,2013,Sports,0.21,0.12,0.0,0.03,0.35,77.0,E,0
Earth Defense Force 2025,PS3,2013,Shooter,0.04,0.02,0.27,0.01,0.35,69.0,M,0
FIFA 14,X360,2013,Sports,0.92,2.89,0.01,0.4,4.22,84.0,E,1
Dragon's Crown,PSV,2013,Role-Playing,0.14,0.05,0.12,0.05,0.35,78.0,T,0
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,0.05,0.02,0.12,0.01,0.2,86.0,T,0
Pro Evolution Soccer 2014,PC,2013,Action,0.0,0.1,0.0,0.01,0.1,74.0,E,0
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,0.04,0.13,0.0,0.01,0.19,82.0,M,0
Rayman Legends,PS3,2013,Platform,0.14,0.34,0.0,0.1,0.58,91.0,E10+,0
Resident Evil: Revelations,X360,2013,Action,0.12,0.1,0.02,0.02,0.26,75.0,M,0
Armored Core: Verdict Day,PS3,2013,Simulation,0.0,0.0,0.12,0.0,0.12,66.0,T,0
Dead Rising 3,XOne,2013,Action,1.06,0.35,0.01,0.15,1.57,78.0,M,1
Hitman: HD Trilogy,X360,2013,Action,0.07,0.08,0.0,0.02,0.17,69.0,M,0
Turbo: Super Stunt Squad,PS3,2013,Sports,0.0,0.01,0.0,0.0,0.02,38.0,E,0
Lost Planet 3,PS3,2013,Shooter,0.07,0.05,0.06,0.02,0.21,61.0,T,0
Army of Two: The Devil's Cartel,X360,2013,Shooter,0.16,0.07,0.0,0.02,0.26,54.0,M,0
Battlefield 4,PS4,2013,Shooter,1.35,1.55,0.17,0.51,3.59,85.0,M,1
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,0.04,0.06,0.0,0.01,0.12,77.0,E10+,0
FIFA 14,PS3,2013,Sports,0.78,4.24,0.07,1.37,6.47,86.0,E,1
Sniper: Ghost Warrior 2,X360,2013,Shooter,0.06,0.12,0.0,0.02,0.2,52.0,M,0
Assassin's Creed IV: Black Flag,PS3,2013,Action,1.33,1.68,0.13,0.57,3.71,88.0,M,1
Payday 2,X360,2013,Shooter,0.33,0.19,0.0,0.05,0.57,75.0,M,0
Disney's Planes,WiiU,2013,Simulation,0.14,0.04,0.0,0.02,0.2,51.0,E,0
Call of Duty: Ghosts,PS4,2013,Shooter,1.78,1.43,0.05,0.57,3.83,78.0,M,1
The Witch and the Hundred Knight,PS3,2013,Role-Playing,0.07,0.02,0.1,0.02,0.2,53.0,T,0
Toukiden: The Age of Demons,PSV,2013,Action,0.04,0.04,0.25,0.02,0.35,71.0,T,0
Defiance,PS3,2013,Shooter,0.19,0.1,0.0,0.06,0.35,59.0,M,0
Super Mario 3D World,WiiU,2013,Platform,2.11,1.16,0.73,0.32,4.32,93.0,E,1
Luigi's Mansion: Dark Moon,3DS,2013,Action,1.8,1.39,1.11,0.29,4.59,86.0,E,1
DuckTales: Remastered,PC,2013,Action,0.0,0.01,0.0,0.0,0.02,66.0,E,0
Beyond: Two Souls,PS3,2013,Adventure,0.52,0.8,0.06,0.26,1.63,70.0,M,1
Tiger Woods PGA Tour 14,PS3,2013,Sports,0.16,0.14,0.0,0.07,0.37,74.0,E,0
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,0.0,0.48,0.25,0.03,0.75,81.0,E10+,0
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,0.1,0.01,0.14,0.01,0.26,80.0,T,0
Remember Me,X360,2013,Action,0.1,0.06,0.0,0.02,0.18,70.0,M,0
Skylanders SWAP Force,PS3,2013,Platform,0.43,0.42,0.0,0.17,1.02,83.0,E10+,1
Tearaway,PSV,2013,Adventure,0.14,0.34,0.0,0.14,0.61,87.0,E,0
GRID 2,PS3,2013,Racing,0.07,0.22,0.01,0.08,0.37,82.0,E,0
Doki-Doki Universe,PSV,2013,Adventure,0.0,0.01,0.0,0.0,0.01,66.0,E10+,0
Farming Simulator 2013,PS3,2013,Simulation,0.0,0.09,0.02,0.02,0.14,40.0,E,0
Just Dance 2014,PS3,2013,Misc,0.17,0.14,0.0,0.06,0.38,77.0,E10+,0
The Last of Us,PS3,2013,Action,2.41,2.18,0.28,0.99,5.87,95.0,M,1
Aliens: Colonial Marines,PC,2013,Shooter,0.1,0.06,0.0,0.02,0.18,45.0,M,0
Crysis 3,X360,2013,Shooter,0.51,0.31,0.01,0.08,0.9,76.0,M,0
StarCraft II: Heart of the Swarm,PC,2013,Strategy,0.83,0.66,0.0,0.18,1.67,86.0,T,1
Skylanders SWAP Force,WiiU,2013,Platform,0.38,0.15,0.0,0.05,0.58,89.0,E10+,0
DuckTales: Remastered,PS3,2013,Action,0.01,0.03,0.0,0.01,0.05,75.0,E,0
Just Dance 2014,PS4,2013,Misc,0.19,0.16,0.0,0.07,0.41,75.0,E10+,0
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,0.05,0.02,0.5,0.01,0.58,71.0,T,0
Shin Megami Tensei IV,3DS,2013,Role-Playing,0.28,0.0,0.27,0.03,0.58,83.0,M,0
Contrast,PC,2013,Platform,0.0,0.01,0.0,0.0,0.01,62.0,T,0
Football Manager 2014,PC,2013,Sports,0.0,0.6,0.0,0.03,0.64,85.0,E,0
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,0.04,0.03,0.0,0.01,0.08,49.0,E10+,0
The Wonderful 101,WiiU,2013,Action,0.19,0.1,0.08,0.03,0.4,78.0,T,0
Fighter Within,XOne,2013,Fighting,0.11,0.07,0.0,0.02,0.19,23.0,T,0
ArmA III,PC,2013,Shooter,0.0,0.1,0.0,0.01,0.11,74.0,M,0
LEGO Marvel Super Heroes,3DS,2013,Action,0.42,0.36,0.04,0.07,0.9,61.0,E10+,0
Attack on Titan: Humanity in Chains,3DS,2013,Action,0.0,0.0,0.42,0.0,0.42,46.0,M,0
BioShock Infinite,PS3,2013,Shooter,0.72,0.65,0.04,0.28,1.69,94.0,M,1
Madden NFL 25,PS4,2013,Sports,0.63,0.13,0.0,0.15,0.9,74.0,E,0
MLB 13: The Show,PSV,2013,Sports,0.1,0.0,0.0,0.02,0.11,75.0,E,0
LEGO Marvel Super Heroes,PS4,2013,Action,0.59,0.76,0.01,0.26,1.62,83.0,E10+,1
Just Dance 2014,X360,2013,Misc,0.72,0.17,0.0,0.1,0.99,79.0,E10+,0
Lost Planet 3,X360,2013,Shooter,0.07,0.03,0.01,0.01,0.12,58.0,T,0
NCAA Football 14,X360,2013,Sports,1.01,0.0,0.0,0.08,1.09,77.0,E,1
DuckTales: Remastered,WiiU,2013,Action,0.06,0.0,0.0,0.01,0.06,76.0,E,0
Darkstalkers Resurrection,PS3,2013,Fighting,0.0,0.0,0.03,0.0,0.03,80.0,T,0
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,1.4,1.01,0.46,0.23,3.1,91.0,E,1
LEGO Marvel Super Heroes,PC,2013,Action,0.04,0.12,0.0,0.01,0.17,78.0,E10+,0
One Piece: Pirate Warriors 2,PS3,2013,Action,0.0,0.19,0.42,0.05,0.66,71.0,T,0
WWE 2K14,PS3,2013,Sports,0.49,0.46,0.0,0.19,1.14,74.0,T,1
Farming Simulator 2013,X360,2013,Simulation,0.22,0.13,0.0,0.04,0.38,33.0,E,0
Invizimals: The Lost Kingdom,PS3,2013,Action,0.0,0.02,0.0,0.0,0.02,50.0,E10+,0
Soul Sacrifice,PSV,2013,Role-Playing,0.15,0.08,0.22,0.06,0.51,77.0,M,0
Terraria,PSV,2013,Action,0.0,0.01,0.09,0.0,0.1,85.0,T,0
Hitman: HD Trilogy,PS3,2013,Action,0.07,0.09,0.0,0.04,0.21,71.0,M,0
Gran Turismo 6,PS3,2013,Racing,0.72,1.67,0.4,0.44,3.23,81.0,E,1
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,0.1,0.0,0.04,0.03,0.17,62.0,M,0
Gears of War: Judgment,X360,2013,Shooter,0.92,0.5,0.03,0.12,1.57,79.0,M,1
Assassin's Creed IV: Black Flag,X360,2013,Action,1.9,1.11,0.01,0.29,3.3,86.0,M,1
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,0.03,0.03,0.0,0.01,0.08,51.0,E10+,0
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,0.15,0.08,0.01,0.02,0.27,69.0,T,0
The Bureau: XCOM Declassified,PC,2013,Shooter,0.0,0.05,0.0,0.0,0.05,66.0,M,0
Crysis 3,PC,2013,Shooter,0.17,0.39,0.0,0.07,0.63,76.0,M,0
FIFA 14,XOne,2013,Sports,0.41,0.66,0.0,0.09,1.16,88.0,E,1
Ride to Hell,X360,2013,Racing,0.04,0.01,0.0,0.01,0.06,19.0,M,0
Grand Theft Auto V,X360,2013,Action,9.66,5.14,0.06,1.41,16.27,97.0,M,1
Killer is Dead,X360,2013,Action,0.08,0.02,0.01,0.01,0.12,64.0,M,0
Sonic Lost World,3DS,2013,Platform,0.24,0.14,0.07,0.03,0.49,59.0,E10+,0
FIFA 14,PS4,2013,Sports,0.61,1.85,0.11,0.44,3.01,87.0,E,1
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,0.09,0.0,0.1,0.02,0.21,74.0,T,0
Demon Gaze,PSV,2013,Role-Playing,0.04,0.02,0.08,0.02,0.17,70.0,T,0
LEGO Friends,3DS,2013,Action,0.0,0.04,0.0,0.0,0.04,43.0,E,0
Rayman Legends,WiiU,2013,Platform,0.25,0.33,0.03,0.05,0.66,92.0,E10+,0
Summon Night 5,PSP,2013,Role-Playing,0.0,0.0,0.15,0.0,0.15,74.0,T,0
BioShock Infinite,PC,2013,Shooter,0.29,0.3,0.0,0.07,0.66,94.0,M,0
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,0.09,0.0,0.0,0.01,0.1,68.0,E10+,0
Sniper: Ghost Warrior 2,PS3,2013,Shooter,0.05,0.18,0.03,0.07,0.33,52.0,M,0
Deadpool,X360,2013,Action,0.26,0.13,0.0,0.04,0.43,62.0,M,0
Grand Theft Auto V,PS3,2013,Action,7.02,9.09,0.98,3.96,21.04,97.0,M,1
The Walking Dead: Survival Instinct,PS3,2013,Shooter,0.28,0.15,0.0,0.08,0.51,34.0,M,0
Defiance,X360,2013,Shooter,0.38,0.14,0.0,0.05,0.57,60.0,M,0
Need for Speed Rivals,X360,2013,Racing,0.37,0.35,0.01,0.07,0.79,76.0,E10+,0
NBA 2K14,XOne,2013,Sports,0.7,0.11,0.0,0.09,0.91,86.0,E,0
Battlefield 4,PS3,2013,Shooter,1.3,1.42,0.27,0.5,3.49,80.0,M,1
Wii Party U,WiiU,2013,Misc,0.3,0.56,0.84,0.05,1.75,65.0,E,1
Rayman Legends,X360,2013,Platform,0.19,0.2,0.0,0.04,0.43,90.0,E10+,0
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,0.04,0.07,0.0,0.01,0.12,75.0,M,0
Batman: Arkham Origins Blackgate,3DS,2013,Action,0.16,0.09,0.0,0.02,0.27,68.0,T,0
Hometown Story,3DS,2013,Role-Playing,0.23,0.12,0.04,0.04,0.43,47.0,E10+,0
Battlefield 4,X360,2013,Shooter,2.15,1.01,0.02,0.31,3.48,79.0,M,1
Company of Heroes 2,PC,2013,Strategy,0.06,0.25,0.0,0.04,0.34,80.0,M,0
Sniper: Ghost Warrior 2,PC,2013,Shooter,0.02,0.05,0.0,0.01,0.08,52.0,M,0
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,0.09,0.0,0.0,0.01,0.1,71.0,E10+,0
Defiance,PC,2013,Shooter,0.14,0.04,0.0,0.02,0.21,64.0,M,0
FIFA 14,PC,2013,Sports,0.01,0.36,0.0,0.03,0.4,87.0,E,0
Batman: Arkham Origins Blackgate,PSV,2013,Action,0.16,0.17,0.0,0.1,0.42,61.0,T,0
WWE 2K14,X360,2013,Sports,0.64,0.37,0.0,0.1,1.11,75.0,T,1
LEGO City Undercover,WiiU,2013,Platform,0.47,0.42,0.13,0.08,1.1,80.0,E10+,1
Saints Row IV,PC,2013,Action,0.11,0.06,0.0,0.02,0.19,86.0,M,0
Payday 2,PS3,2013,Shooter,0.22,0.14,0.0,0.08,0.43,74.0,M,0
Pikmin 3,WiiU,2013,Strategy,0.44,0.32,0.29,0.07,1.11,87.0,E10+,1
Call of Duty: Ghosts,WiiU,2013,Shooter,0.22,0.09,0.01,0.03,0.34,69.0,M,0
The Walking Dead: Survival Instinct,X360,2013,Shooter,0.46,0.11,0.0,0.05,0.63,32.0,M,0
Puppeteer,PS3,2013,Platform,0.11,0.08,0.02,0.04,0.26,80.0,E10+,0
Lost Dimension,PS3,2014,Role-Playing,0.05,0.01,0.0,0.01,0.07,71.0,T,0
Onechanbara Z2: Chaos,PS4,2014,Action,0.14,0.03,0.04,0.04,0.24,57.0,M,0
Dance Central: Spotlight,XOne,2014,Misc,0.15,0.03,0.0,0.0,0.19,74.0,T,0
GRID Autosport,X360,2014,Racing,0.03,0.05,0.0,0.01,0.09,75.0,E,0
MX vs. ATV Supercross,PS3,2014,Racing,0.02,0.01,0.0,0.0,0.03,58.0,E,0
Samurai Warriors 4,PS4,2014,Action,0.08,0.07,0.06,0.03,0.24,76.0,T,0
Trials Fusion,XOne,2014,Racing,0.12,0.1,0.0,0.02,0.24,80.0,E10+,0
Samurai Warriors Chronicles 3,PSV,2014,Action,0.0,0.0,0.06,0.0,0.06,70.0,T,0
One Piece: Unlimited World Red,WiiU,2014,Action,0.0,0.04,0.02,0.0,0.06,66.0,T,0
Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,0.09,0.03,0.1,0.03,0.25,78.0,T,0
Alien: Isolation,PC,2014,Shooter,0.0,0.14,0.0,0.01,0.14,81.0,M,0
Kirby: Triple Deluxe,3DS,2014,Platform,0.61,0.34,0.79,0.09,1.83,80.0,E,1
Pro Evolution Soccer 2015,PS4,2014,Sports,0.09,0.45,0.11,0.1,0.75,82.0,E,0
DriveClub,PS4,2014,Racing,0.36,1.38,0.02,0.31,2.07,71.0,E,1
Alien: Isolation,XOne,2014,Shooter,0.22,0.24,0.0,0.04,0.51,78.0,M,0
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,0.0,0.0,0.15,0.0,0.15,78.0,T,0
Risen 3: Titan Lords,PC,2014,Role-Playing,0.0,0.08,0.0,0.0,0.09,65.0,M,0
LittleBigPlanet 3,PS4,2014,Platform,0.66,0.93,0.01,0.31,1.91,79.0,E,1
Dragon Age: Inquisition,PC,2014,Role-Playing,0.33,0.34,0.0,0.06,0.73,85.0,M,0
The Crew,PS4,2014,Racing,0.35,1.08,0.03,0.26,1.72,61.0,T,1
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,0.02,0.02,0.11,0.01,0.15,90.0,T,0
Omega Quintet,PS4,2014,Role-Playing,0.0,0.0,0.02,0.0,0.02,58.0,T,0
NBA 2K15,XOne,2014,Sports,1.37,0.18,0.0,0.18,1.72,82.0,E,1
Metal Gear Solid V: Ground Zeroes,PC,2014,Action,0.0,0.01,0.0,0.0,0.01,80.0,M,0
2014 FIFA World Cup Brazil,PS3,2014,Sports,0.15,0.36,0.01,0.09,0.61,73.0,E,0
The Evil Within,PS4,2014,Action,0.55,0.86,0.11,0.27,1.79,75.0,M,1
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,0.02,0.02,0.13,0.01,0.19,80.0,T,0
GRID Autosport,PC,2014,Racing,0.0,0.02,0.0,0.0,0.02,78.0,E,0
Borderlands: The Pre-Sequel,PS3,2014,Shooter,0.26,0.21,0.05,0.1,0.61,77.0,M,0
Lords of the Fallen,PS4,2014,Role-Playing,0.18,0.24,0.02,0.08,0.52,68.0,M,0
Dark Souls II,X360,2014,Role-Playing,0.48,0.18,0.01,0.07,0.74,91.0,T,0
Lords of the Fallen,PC,2014,Role-Playing,0.0,0.03,0.0,0.0,0.03,73.0,M,0
Dragon Age: Inquisition,PS4,2014,Role-Playing,0.73,0.88,0.08,0.32,2.01,89.0,M,1
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,0.0,0.0,0.02,0.0,0.02,65.0,T,0
Risen 3: Titan Lords,X360,2014,Role-Playing,0.02,0.04,0.0,0.0,0.06,44.0,M,0
Mario Kart 8,WiiU,2014,Racing,3.15,2.15,1.28,0.51,7.09,88.0,E,1
WWE 2K15,XOne,2014,Sports,0.29,0.23,0.0,0.05,0.57,56.0,T,0
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,0.08,0.05,0.0,0.04,0.17,81.0,M,0
Child of Light,PSV,2014,Role-Playing,0.0,0.04,0.02,0.01,0.07,83.0,E10+,0
Destiny,XOne,2014,Shooter,2.14,0.92,0.0,0.31,3.37,75.0,T,1
Freedom Wars,PSV,2014,Role-Playing,0.15,0.1,0.32,0.08,0.65,73.0,T,0
J Stars Victory Vs.,PSV,2014,Fighting,0.0,0.03,0.17,0.01,0.21,74.0,T,0
Halo: The Master Chief Collection,XOne,2014,Shooter,1.91,1.0,0.03,0.29,3.23,85.0,M,1
NBA Live 15,XOne,2014,Sports,0.17,0.02,0.0,0.02,0.21,53.0,E,0
Corpse Party: Blood Drive,PSV,2014,Adventure,0.08,0.01,0.06,0.03,0.18,60.0,M,0
The Wolf Among Us,PS4,2014,Adventure,0.1,0.07,0.0,0.04,0.21,83.0,M,0
The Sims 4,PC,2014,Simulation,1.0,1.82,0.0,0.23,3.05,70.0,T,1
Call of Duty: Advanced Warfare,PS4,2014,Shooter,2.81,3.48,0.14,1.23,7.66,83.0,M,1
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,0.06,0.01,0.12,0.02,0.21,72.0,M,0
Pillars of Eternity,PC,2014,Role-Playing,0.0,0.02,0.0,0.0,0.02,89.0,M,0
Dynasty Warriors 8: Empires,PS4,2014,Action,0.06,0.07,0.03,0.03,0.19,63.0,T,0
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,0.03,0.01,0.02,0.01,0.07,63.0,T,0
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,0.02,0.0,0.04,0.01,0.07,72.0,T,0
NHL 15,PS4,2014,Sports,0.31,0.19,0.0,0.1,0.6,60.0,E10+,0
Dynasty Warriors 8: Empires,XOne,2014,Action,0.04,0.02,0.0,0.01,0.07,58.0,T,0
Persona 4: Arena Ultimax,X360,2014,Fighting,0.06,0.01,0.0,0.01,0.08,85.0,T,0
Middle-Earth: Shadow of Mordor,PS4,2014,Action,1.01,1.43,0.05,0.47,2.96,84.0,M,1
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,0.06,0.02,0.08,0.02,0.18,76.0,E10+,0
Divinity: Original Sin,PC,2014,Role-Playing,0.0,0.02,0.0,0.0,0.02,87.0,M,0
Titanfall,XOne,2014,Shooter,1.84,0.8,0.04,0.27,2.95,86.0,M,1
MotoGP 14 ,PS4,2014,Racing,0.04,0.11,0.0,0.03,0.18,73.0,E,0
God of War Collection,PSV,2014,Action,0.08,0.06,0.01,0.05,0.2,73.0,M,0
Far Cry 4,PC,2014,Shooter,0.15,0.44,0.0,0.04,0.63,80.0,M,0
